BGP_ID,Group
24N02499,Cluster_8
24N02500,Cluster_8
24N02501,Cluster_8
24N02502,Cluster_8
24N02503,Cluster_8
24N02504,Cluster_8
24N02505,Cluster_8
24N02506,Cluster_8
24N02507,Cluster_8
24N02508,Cluster_8
24N02517,Cluster_9
24N02518,Cluster_9
24N02519,Cluster_9
24N02520,Cluster_9
24N02521,Cluster_9
24N02522,Cluster_9
24N02523,Cluster_9
24N02524,Cluster_9
24N02525,Cluster_9
24N02526,Cluster_9
24N02527,Cluster_9
24N02528,Cluster_9
24N02531,Cluster_10
24N02532,Cluster_10
24N02533,Cluster_10
24N02534,Cluster_10
24N02535,Cluster_10
24N02536,Cluster_10
24N02537,Cluster_10
24N02538,Cluster_10
24N02539,Cluster_10
24N02540,Cluster_9
24N02541,Cluster_9
24N02542,Cluster_9
24N02614,Cluster_11
24N02615,Cluster_11
24N02616,Cluster_11
24N02617,Cluster_11
24N02618,Cluster_11
24N02619,Cluster_11
24N02620,Cluster_11
24N02621,Cluster_11
24N02622,Cluster_11
24N02623,Cluster_11
24N02624,Cluster_11
24N02625,Cluster_11
24N02682,Cluster_12
24N02683,Cluster_12
24N02684,Cluster_12
24N02685,Cluster_12
24N02686,Cluster_12
24N02687,Cluster_12
24N02688,Cluster_12
24N02689,Cluster_12
24N02690,Cluster_12
24N02691,Cluster_12
24N02692,Cluster_12
24N02693,Cluster_12
24N02793,Cluster_13
24N02794,Cluster_13
24N02795,Cluster_13
24N02796,Cluster_13
24N02797,Cluster_13
24N02798,Cluster_13
24N02799,Cluster_13
24N02800,Cluster_13
24N02801,Cluster_13
24N02802,Cluster_13
24N02803,Cluster_13
24N02804,Cluster_13
24N02815,Cluster_14
24N02816,Cluster_14
24N02817,Cluster_14
24N02818,Cluster_14
24N02819,Cluster_14
24N02820,Cluster_14
24N02821,Cluster_14
24N02822,Cluster_14
24N02823,Cluster_14
24N02824,Cluster_14
24N02825,Cluster_14
24N02826,Cluster_14
25N03037,Cluster_15
25N03038,Cluster_15
25N03039,Cluster_15
25N03040,Cluster_15
25N03041,Cluster_15
25N03042,Cluster_15
25N03043,Cluster_15
25N03044,Cluster_15
25N03045,Cluster_15
25N03046,Cluster_15
25N03047,Cluster_15
25N03048,Cluster_15
25N03067,Cluster_16
25N03068,Cluster_16
25N03069,Cluster_16
25N03070,Cluster_16
25N03071,Cluster_16
25N03072,Cluster_16
25N03073,Cluster_16
25N03074,Cluster_16
25N03075,Cluster_16
25N03076,Cluster_16
25N03077,Cluster_16
25N03078,Cluster_16
25N03097,Cluster_17
25N03098,Cluster_17
25N03099,Cluster_17
25N03100,Cluster_17
25N03101,Cluster_17
25N03102,Cluster_17
25N03103,Cluster_17
25N03104,Cluster_17
25N03105,Cluster_17
25N03106,Cluster_17
25N03107,Cluster_17
25N03108,Cluster_17
25N13574,Cluster_18
25N13576,Cluster_18
25N13577,Cluster_18
25N13578,Cluster_18
25N13579,Cluster_18
25N13580,Cluster_18
25N13581,Cluster_18
25N13582,Cluster_18
25N13583,Cluster_18
25N13584,Cluster_18
25N13585,Cluster_18
25N13586,Cluster_18
25N13631,Cluster_19
25N13632,Cluster_19
25N13633,Cluster_19
25N13634,Cluster_19
25N13635,Cluster_19
25N17421,Cluster_20
25N17422,Cluster_20
25N17423,Cluster_20
25N17424,Cluster_20
25N17425,Cluster_20
25N17426,Cluster_20
25N17427,Cluster_20
25N17428,Cluster_20
25N17429,Cluster_20
25N17430,Cluster_20
25N17431,Cluster_20
25N17432,Cluster_20
25N19612,Cluster_21
25N19613,Cluster_21
25N19614,Cluster_21
25N19615,Cluster_21
25N19616,Cluster_21
25N19617,Cluster_21
24N21269,Cluster_21
